method_key,description,imbalance_ratio,seed,run_tag,best_val_acc,macro_f1,roc_auc,nc1,nc2,nc3,nc4,melanoma_recall
baseline,Standard CE + WeightedRandomSampler (control re-run at r=10),10,42,baseline_ham10000_r10_s42,84.8202396804261,0.7544132212283676,0.9702377667848365,4.880728244781494,1.1274828314179863,,0.27696406841278076,0.5384615384615384
oversampling,WeightedRandomSampler only — CE loss is unweighted,10,42,oversampling_ham10000_r10_s42,84.8202396804261,0.7544132212283676,0.9702377667848365,4.880728244781494,1.1274828314179863,,0.27696406841278076,0.5384615384615384
weighted_ce,Weighted CE only — sampler disabled to isolate loss effect,10,42,weighted_ce_ham10000_r10_s42,82.2237017310253,0.6905129179418754,0.9633069785646817,4.308259010314941,1.0770946300908326,,0.27030622959136963,0.6318681318681318
focal,"Focal loss (γ=2, alpha=1/freq) only — sampler disabled",10,42,focal_ham10000_r10_s42,68.70838881491345,0.5010662979032506,0.928524834516157,6.064352512359619,1.2001202560435775,,0.22836220264434814,0.532967032967033
etf_nc_reg,ETF head + NC collapse regularizer (geometry-aware),10,42,etf_nc_reg_ham10000_r10_s42,85.41944074567243,0.7491341189969597,0.9691718353343364,3.486170768737793,0.9155819721309383,,0.18375498056411743,0.6483516483516484
etf_nc_reg_balanced,ETF+NC-reg + ClassBalancedSampler (Step-0: batch composition test),10,42,etf_nc_reg_balanced_ham10000_r10_s42,86.08521970705726,0.7697056960344347,0.9702625623857138,2.247957944869995,0.6938893779601543,,0.10319572687149048,0.5494505494505495
